price,points,variety,country,province,taster_name
15,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
18,85,Chardonnay,US,Washington,Paul Gregutt
16,88,Chardonnay,US,Washington,Paul Gregutt
175,94,Cabernet Sauvignon,US,California,Virginie Boone
35,88,Cabernet Sauvignon,US,Washington,Paul Gregutt
57,90,Pinot Noir,US,Oregon,Paul Gregutt
34,90,Pinot Noir,US,Oregon,Paul Gregutt
35,89,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
14,90,Pinot Gris,US,Oregon,Paul Gregutt
75,92,Chardonnay,France,Burgundy,Roger Voss
85,94,Pinot Noir,France,Burgundy,Roger Voss
11,88,Cabernet Sauvignon,US,California,Virginie Boone
65,90,Chardonnay,France,Burgundy,Roger Voss
40,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,88,Chardonnay,US,Oregon,Paul Gregutt
20,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
16,88,Riesling,US,Washington,Paul Gregutt
37,91,Pinot Noir,US,Oregon,Paul Gregutt
36,91,Pinot Noir,US,California,Matt Kettmann
17,88,Pinot Noir,France,Burgundy,Roger Voss
65,97,Chardonnay,US,California,Virginie Boone
50,93,Pinot Noir,US,California,Matt Kettmann
40,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
169,93,Pinot Noir,France,Burgundy,Roger Voss
15,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
18,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
120,91,Pinot Noir,France,Burgundy,Roger Voss
50,92,Pinot Noir,US,California,Matt Kettmann
14,82,Chardonnay,France,Burgundy,Roger Voss
14,87,Riesling,US,California,Matt Kettmann
310,94,Pinot Noir,France,Burgundy,Roger Voss
30,88,Riesling,France,Alsace,Roger Voss
24,85,Pinot Noir,France,Burgundy,Roger Voss
50,91,Pinot Noir,France,Burgundy,Roger Voss
25,84,Chardonnay,France,Burgundy,Roger Voss
40,88,Chardonnay,US,California,Virginie Boone
60,89,Pinot Noir,US,Oregon,Paul Gregutt
22,84,Chardonnay,France,Burgundy,Roger Voss
60,94,Cabernet Sauvignon,US,California,Virginie Boone
10,87,Riesling,US,Oregon,Paul Gregutt
38,93,Syrah,US,California,Virginie Boone
24,90,Pinot Noir,France,Burgundy,Roger Voss
12,89,Pinot Gris,US,Oregon,Paul Gregutt
60,94,Pinot Noir,US,Oregon,Paul Gregutt
45,92,Pinot Noir,US,California,Matt Kettmann
30,89,Red Blend,US,Washington,Paul Gregutt
25,88,Red Blend,US,California,Virginie Boone
48,91,Pinot Noir,US,California,Matt Kettmann
50,90,Chardonnay,US,California,Matt Kettmann
65,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
30,88,Pinot Noir,France,Burgundy,Roger Voss
75,93,Pinot Noir,US,California,Virginie Boone
115,93,Pinot Noir,France,Burgundy,Roger Voss
40,88,Pinot Noir,US,California,Virginie Boone
14,90,Pinot Gris,US,Oregon,Paul Gregutt
34,88,Pinot Noir,US,California,Matt Kettmann
25,87,Pinot Noir,US,Oregon,Paul Gregutt
14,88,Pinot Gris,US,Oregon,Paul Gregutt
32,92,Cabernet Sauvignon,US,Washington,Paul Gregutt
30,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
130,95,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
69,91,Chardonnay,France,Burgundy,Roger Voss
26,88,Cabernet Sauvignon,US,California,Virginie Boone
12,90,Riesling,US,Oregon,Paul Gregutt
40,92,Cabernet Sauvignon,US,Washington,Paul Gregutt
60,93,Chardonnay,US,California,Virginie Boone
15,90,Pinot Gris,US,Oregon,Paul Gregutt
20,90,Cabernet Sauvignon,US,Washington,Paul Gregutt
25,87,Cabernet Sauvignon,US,California,Virginie Boone
28,88,Red Blend,US,California,Virginie Boone
50,89,Pinot Noir,US,Oregon,Paul Gregutt
17,92,Pinot Noir,US,California,Matt Kettmann
14,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
225,94,Cabernet Sauvignon,US,California,Virginie Boone
92,93,Pinot Noir,France,Burgundy,Roger Voss
248,94,Pinot Noir,France,Burgundy,Roger Voss
50,93,Cabernet Sauvignon,US,California,Virginie Boone
49,87,Chardonnay,France,Burgundy,Roger Voss
145,94,Cabernet Sauvignon,US,California,Virginie Boone
25,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
70,94,Pinot Noir,US,Oregon,Paul Gregutt
75,93,Cabernet Sauvignon,US,California,Virginie Boone
60,91,Chardonnay,France,Burgundy,Roger Voss
142,95,Pinot Noir,France,Burgundy,Roger Voss
68,91,Cabernet Sauvignon,US,California,Matt Kettmann
90,90,Cabernet Sauvignon,US,California,Virginie Boone
140,97,Syrah,US,Washington,Paul Gregutt
45,92,Pinot Noir,US,California,Virginie Boone
42,92,Pinot Noir,US,California,Matt Kettmann
40,90,Pinot Noir,US,Oregon,Paul Gregutt
15,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
29,86,Chardonnay,US,California,Virginie Boone
20,92,Pinot Gris,US,California,Virginie Boone
38,86,Pinot Noir,US,California,Virginie Boone
20,87,Chardonnay,US,California,Virginie Boone
65,92,Chardonnay,France,Burgundy,Roger Voss
160,93,Chardonnay,France,Burgundy,Roger Voss
52,94,Pinot Noir,France,Burgundy,Roger Voss
30,93,Chardonnay,US,California,Matt Kettmann
115,94,Cabernet Sauvignon,US,California,Virginie Boone
16,90,Red Blend,US,Washington,Paul Gregutt
15,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
85,92,Pinot Noir,US,Oregon,Paul Gregutt
35,88,Chardonnay,France,Burgundy,Roger Voss
42,92,Cabernet Sauvignon,US,California,Matt Kettmann
22,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
32,92,Syrah,US,California,Matt Kettmann
59,91,Pinot Noir,France,Burgundy,Roger Voss
70,92,Pinot Noir,US,Oregon,Paul Gregutt
15,86,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
35,93,Chardonnay,US,California,Virginie Boone
85,93,Chardonnay,US,California,Virginie Boone
90,95,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
40,90,Pinot Noir,US,California,Matt Kettmann
15,87,Riesling,France,Alsace,Roger Voss
20,91,Pinot Noir,US,California,Matt Kettmann
39,86,Cabernet Sauvignon,US,Washington,Paul Gregutt
12,85,Pinot Gris,US,Oregon,Paul Gregutt
60,93,Pinot Noir,US,California,Matt Kettmann
28,91,Chardonnay,US,California,Virginie Boone
20,87,Cabernet Sauvignon,US,California,Virginie Boone
25,83,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
19,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
23,87,Chardonnay,US,Washington,Paul Gregutt
80,91,Cabernet Sauvignon,US,California,Virginie Boone
46,89,Pinot Noir,US,Oregon,Paul Gregutt
85,96,Pinot Noir,US,Oregon,Paul Gregutt
40,90,Pinot Noir,US,Oregon,Paul Gregutt
107,93,Pinot Noir,France,Burgundy,Roger Voss
25,88,Cabernet Sauvignon,US,California,Matt Kettmann
32,90,Chardonnay,US,Oregon,Paul Gregutt
30,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
30,91,Cabernet Sauvignon,US,Washington,Paul Gregutt
29,91,Pinot Noir,US,California,Virginie Boone
49,92,Chardonnay,France,Burgundy,Roger Voss
50,92,Pinot Noir,US,California,Matt Kettmann
35,89,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
50,91,Cabernet Sauvignon,US,Washington,Paul Gregutt
35,91,Cabernet Sauvignon,US,California,Virginie Boone
35,87,Chardonnay,France,Burgundy,Roger Voss
80,92,Pinot Noir,US,Oregon,Paul Gregutt
70,92,Pinot Noir,US,Oregon,Paul Gregutt
23,84,Pinot Gris,France,Alsace,Roger Voss
35,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
18,88,Red Blend,US,California,Virginie Boone
21,87,Pinot Gris,US,California,Virginie Boone
28,90,Chardonnay,France,Burgundy,Roger Voss
35,90,Red Blend,US,California,Matt Kettmann
55,91,Chardonnay,US,California,Virginie Boone
97,94,Chardonnay,France,Burgundy,Roger Voss
30,92,Chardonnay,US,California,Virginie Boone
17,86,Cabernet Sauvignon,US,California,Matt Kettmann
65,88,Cabernet Sauvignon,US,California,Matt Kettmann
20,89,Cabernet Sauvignon,US,Washington,Paul Gregutt
58,92,Red Blend,US,California,Matt Kettmann
52,92,Pinot Noir,US,California,Virginie Boone
123,95,Chardonnay,France,Burgundy,Roger Voss
38,89,Pinot Noir,US,California,Virginie Boone
45,90,Pinot Noir,US,California,Virginie Boone
15,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
52,90,Chardonnay,US,California,Virginie Boone
70,92,Chardonnay,US,Oregon,Paul Gregutt
55,92,Red Blend,US,California,Virginie Boone
28,88,Syrah,US,Washington,Paul Gregutt
35,88,Syrah,US,California,Matt Kettmann
75,90,Pinot Noir,France,Burgundy,Roger Voss
55,90,Cabernet Sauvignon,US,California,Virginie Boone
60,91,Pinot Noir,US,Oregon,Paul Gregutt
32,91,Pinot Noir,US,California,Virginie Boone
48,90,Pinot Noir,US,California,Matt Kettmann
50,93,Pinot Noir,US,California,Matt Kettmann
17,90,Chardonnay,US,Washington,Paul Gregutt
35,92,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
42,89,Pinot Noir,US,Oregon,Paul Gregutt
40,91,Pinot Noir,US,California,Virginie Boone
15,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
40,94,Syrah,US,Washington,Paul Gregutt
16,91,Pinot Gris,US,Oregon,Paul Gregutt
18,87,Red Blend,US,California,Virginie Boone
30,90,Cabernet Sauvignon,US,California,Virginie Boone
40,90,Cabernet Sauvignon,US,California,Virginie Boone
62,90,Red Blend,US,California,Matt Kettmann
60,93,Cabernet Sauvignon,US,California,Matt Kettmann
48,89,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
90,92,Cabernet Sauvignon,US,California,Virginie Boone
40,90,Cabernet Sauvignon,US,California,Virginie Boone
20,85,Cabernet Sauvignon,US,California,Virginie Boone
50,89,Bordeaux-style Red Blend,US,California,Matt Kettmann
39,88,Pinot Noir,US,California,Virginie Boone
10,85,Riesling,US,California,Matt Kettmann
78,91,Cabernet Sauvignon,US,California,Virginie Boone
55,93,Chardonnay,US,California,Virginie Boone
35,93,Pinot Noir,US,California,Matt Kettmann
40,87,Cabernet Sauvignon,US,Washington,Paul Gregutt
75,91,Pinot Noir,US,California,Matt Kettmann
15,86,Red Blend,US,Oregon,Paul Gregutt
18,86,Chardonnay,US,California,Matt Kettmann
28,90,Chardonnay,US,California,Virginie Boone
38,91,Cabernet Sauvignon,US,California,Matt Kettmann
90,94,Pinot Noir,France,Burgundy,Roger Voss
64,90,Cabernet Sauvignon,US,California,Virginie Boone
65,89,Bordeaux-style Red Blend,US,California,Virginie Boone
48,93,Pinot Noir,US,California,Matt Kettmann
60,94,Cabernet Sauvignon,US,Washington,Paul Gregutt
24,88,Cabernet Sauvignon,US,California,Matt Kettmann
25,93,Pinot Gris,France,Alsace,Roger Voss
35,88,Pinot Noir,France,Burgundy,Roger Voss
55,90,Pinot Noir,US,Oregon,Paul Gregutt
17,88,Pinot Gris,US,Oregon,Paul Gregutt
50,90,Pinot Noir,US,Oregon,Paul Gregutt
190,88,Cabernet Sauvignon,US,California,Virginie Boone
8,88,Gewürztraminer,US,Washington,Paul Gregutt
26,87,Pinot Noir,US,Oregon,Paul Gregutt
46,92,Pinot Gris,France,Alsace,Roger Voss
48,91,Pinot Noir,US,Oregon,Paul Gregutt
70,85,Cabernet Sauvignon,US,California,Virginie Boone
75,90,Chardonnay,France,Burgundy,Roger Voss
89,92,Chardonnay,France,Burgundy,Roger Voss
28,88,Pinot Noir,US,Oregon,Paul Gregutt
48,91,Pinot Noir,US,Oregon,Paul Gregutt
38,90,Pinot Noir,US,California,Matt Kettmann
22,90,Bordeaux-style Red Blend,US,California,Virginie Boone
78,89,Pinot Noir,France,Burgundy,Roger Voss
35,87,Pinot Noir,US,Oregon,Paul Gregutt
15,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
32,90,Chardonnay,US,Oregon,Paul Gregutt
39,91,Chardonnay,US,California,Virginie Boone
13,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
70,94,Syrah,US,Washington,Paul Gregutt
28,88,Syrah,US,Washington,Paul Gregutt
68,93,Chardonnay,US,California,Virginie Boone
38,89,Syrah,US,Washington,Paul Gregutt
75,90,Pinot Noir,France,Burgundy,Roger Voss
19,90,Chardonnay,France,Burgundy,Roger Voss
20,86,Syrah,US,California,Virginie Boone
55,87,Chardonnay,US,California,Virginie Boone
160,92,Cabernet Sauvignon,US,California,Virginie Boone
50,93,Pinot Noir,US,California,Matt Kettmann
14,87,Cabernet Sauvignon,US,Washington,Paul Gregutt
45,93,Chardonnay,US,California,Matt Kettmann
40,91,Syrah,US,Washington,Paul Gregutt
14,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
13,83,Cabernet Sauvignon,US,California,Virginie Boone
44,93,Gewürztraminer,France,Alsace,Roger Voss
150,97,Pinot Noir,US,California,Virginie Boone
13,88,Chardonnay,US,Oregon,Paul Gregutt
44,86,Pinot Noir,US,California,Virginie Boone
38,92,Pinot Noir,US,California,Matt Kettmann
65,93,Chardonnay,US,California,Virginie Boone
150,92,Cabernet Sauvignon,US,California,Virginie Boone
45,87,Cabernet Sauvignon,US,California,Virginie Boone
33,88,Pinot Noir,France,Burgundy,Roger Voss
120,94,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
160,96,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,93,Pinot Noir,US,California,Matt Kettmann
20,84,Red Blend,US,Washington,Paul Gregutt
10,88,Riesling,US,Washington,Paul Gregutt
18,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
23,90,Chardonnay,US,California,Matt Kettmann
25,85,Chardonnay,US,California,Virginie Boone
44,93,Pinot Noir,US,California,Matt Kettmann
35,89,Pinot Noir,US,Oregon,Paul Gregutt
45,86,Pinot Noir,US,Oregon,Paul Gregutt
38,92,Pinot Noir,US,Oregon,Paul Gregutt
28,88,Pinot Gris,France,Alsace,Roger Voss
80,94,Pinot Noir,US,Oregon,Paul Gregutt
20,84,Pinot Noir,US,Oregon,Paul Gregutt
85,88,Cabernet Sauvignon,US,California,Virginie Boone
22,88,Cabernet Sauvignon,US,California,Matt Kettmann
32,86,Syrah,US,California,Virginie Boone
25,88,Pinot Noir,US,California,Virginie Boone
45,92,Pinot Gris,France,Alsace,Roger Voss
14,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
30,83,Cabernet Sauvignon,US,California,Virginie Boone
50,89,Pinot Noir,France,Burgundy,Roger Voss
30,85,Syrah,US,California,Matt Kettmann
85,88,Bordeaux-style Red Blend,US,California,Virginie Boone
40,92,Red Blend,US,California,Matt Kettmann
43,86,Chardonnay,France,Burgundy,Roger Voss
75,93,Pinot Noir,US,Oregon,Paul Gregutt
25,85,Syrah,US,California,Matt Kettmann
24,90,Red Blend,US,California,Matt Kettmann
25,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
50,93,Chardonnay,US,California,Virginie Boone
34,86,Pinot Noir,US,Oregon,Paul Gregutt
65,94,Pinot Noir,US,Oregon,Paul Gregutt
18,84,Red Blend,US,Oregon,Paul Gregutt
20,86,Cabernet Sauvignon,US,California,Matt Kettmann
29,87,Pinot Noir,France,Alsace,Roger Voss
28,92,Cabernet Sauvignon,US,California,Matt Kettmann
28,88,Cabernet Sauvignon,US,California,Virginie Boone
26,93,Chardonnay,US,California,Matt Kettmann
48,91,Syrah,US,California,Matt Kettmann
56,90,Pinot Noir,US,California,Virginie Boone
10,86,Cabernet Sauvignon,US,Washington,Paul Gregutt
20,88,Syrah,US,Washington,Paul Gregutt
34,91,Cabernet Sauvignon,US,Oregon,Paul Gregutt
20,86,Pinot Noir,US,California,Virginie Boone
20,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
89,91,Cabernet Sauvignon,US,California,Virginie Boone
28,92,Pinot Noir,US,California,Virginie Boone
22,87,Cabernet Sauvignon,US,Washington,Paul Gregutt
25,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
55,92,Pinot Noir,US,California,Virginie Boone
12,88,Riesling,US,Washington,Paul Gregutt
25,85,Cabernet Sauvignon,US,California,Virginie Boone
20,88,Chardonnay,US,Oregon,Paul Gregutt
122,92,Chardonnay,France,Burgundy,Roger Voss
49,94,Pinot Noir,US,California,Matt Kettmann
50,93,Syrah,US,California,Matt Kettmann
10,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
65,93,Chardonnay,US,California,Virginie Boone
55,91,Pinot Noir,US,California,Virginie Boone
65,92,Cabernet Sauvignon,US,California,Virginie Boone
33,92,Red Blend,US,California,Matt Kettmann
39,91,Syrah,US,Washington,Paul Gregutt
45,89,Pinot Noir,US,Oregon,Paul Gregutt
23,85,Chardonnay,US,California,Matt Kettmann
35,88,Syrah,US,California,Virginie Boone
50,92,Pinot Noir,US,California,Matt Kettmann
20,92,Gewürztraminer,US,California,Matt Kettmann
125,97,Red Blend,US,Washington,Paul Gregutt
48,86,Pinot Noir,US,Oregon,Paul Gregutt
30,83,Chardonnay,France,Burgundy,Roger Voss
50,88,Pinot Noir,US,Oregon,Paul Gregutt
15,84,Pinot Noir,US,California,Matt Kettmann
60,93,Pinot Noir,US,California,Matt Kettmann
12,83,Pinot Gris,US,Oregon,Paul Gregutt
20,89,Pinot Gris,US,Oregon,Paul Gregutt
17,90,Pinot Gris,US,Oregon,Paul Gregutt
60,94,Pinot Noir,US,California,Virginie Boone
29,83,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
25,91,Pinot Noir,US,California,Virginie Boone
48,91,Pinot Noir,US,Oregon,Paul Gregutt
40,86,Chardonnay,US,California,Virginie Boone
109,95,Chardonnay,France,Burgundy,Roger Voss
45,92,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
65,95,Pinot Noir,US,California,Matt Kettmann
40,92,Chardonnay,US,California,Matt Kettmann
18,88,Pinot Gris,France,Alsace,Roger Voss
16,86,Pinot Gris,US,Oregon,Paul Gregutt
20,87,Chardonnay,US,California,Virginie Boone
32,88,Chardonnay,US,California,Virginie Boone
175,92,Cabernet Sauvignon,US,California,Virginie Boone
30,90,Chardonnay,US,California,Virginie Boone
10,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
50,90,Pinot Noir,US,Oregon,Paul Gregutt
22,90,Cabernet Sauvignon,US,California,Virginie Boone
58,91,Pinot Noir,US,Oregon,Paul Gregutt
55,90,Cabernet Sauvignon,US,California,Virginie Boone
34,91,Chardonnay,US,California,Virginie Boone
26,85,Pinot Noir,US,Oregon,Paul Gregutt
40,93,Red Blend,US,California,Virginie Boone
70,90,Pinot Noir,US,Oregon,Paul Gregutt
38,91,Chardonnay,US,California,Virginie Boone
75,94,Pinot Noir,France,Burgundy,Roger Voss
13,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
60,92,Pinot Noir,US,Oregon,Paul Gregutt
13,88,Chardonnay,US,California,Virginie Boone
100,94,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
40,90,Chardonnay,US,California,Virginie Boone
45,89,Chardonnay,US,California,Virginie Boone
35,87,Pinot Noir,US,California,Virginie Boone
22,89,Red Blend,US,California,Virginie Boone
35,93,Chardonnay,US,California,Matt Kettmann
26,90,Pinot Noir,US,Oregon,Paul Gregutt
85,93,Pinot Noir,US,Oregon,Paul Gregutt
11,90,Riesling,US,Washington,Paul Gregutt
22,90,Chardonnay,US,Oregon,Paul Gregutt
100,95,Cabernet Sauvignon,US,California,Matt Kettmann
28,87,Syrah,US,Washington,Paul Gregutt
80,92,Pinot Noir,US,California,Virginie Boone
26,86,Syrah,US,California,Matt Kettmann
15,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
28,89,Pinot Noir,US,California,Matt Kettmann
12,87,Pinot Gris,US,Oregon,Paul Gregutt
40,93,Cabernet Sauvignon,US,California,Matt Kettmann
15,90,Pinot Gris,US,Washington,Paul Gregutt
66,92,Pinot Noir,US,Oregon,Paul Gregutt
33,91,Pinot Noir,US,California,Virginie Boone
32,92,Pinot Noir,US,California,Matt Kettmann
15,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
65,94,Bordeaux-style Red Blend,US,California,Matt Kettmann
25,86,Pinot Noir,US,California,Virginie Boone
56,92,Pinot Noir,US,California,Virginie Boone
43,90,Cabernet Sauvignon,US,California,Virginie Boone
28,89,Cabernet Sauvignon,US,California,Matt Kettmann
23,87,Chardonnay,France,Burgundy,Roger Voss
20,87,Cabernet Sauvignon,US,California,Virginie Boone
60,91,Chardonnay,US,California,Virginie Boone
100,93,Pinot Noir,US,Oregon,Paul Gregutt
75,93,Chardonnay,US,Oregon,Paul Gregutt
17,87,Cabernet Sauvignon,US,California,Matt Kettmann
35,90,Chardonnay,US,California,Virginie Boone
39,86,Cabernet Sauvignon,US,California,Virginie Boone
16,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
18,84,Chardonnay,France,Burgundy,Roger Voss
12,83,Chardonnay,US,Oregon,Paul Gregutt
65,88,Red Blend,US,California,Virginie Boone
38,91,Pinot Noir,US,California,Matt Kettmann
38,91,Chardonnay,US,California,Matt Kettmann
50,91,Pinot Noir,US,Oregon,Paul Gregutt
49,90,Cabernet Sauvignon,US,California,Virginie Boone
11,86,Cabernet Sauvignon,US,California,Virginie Boone
35,91,Pinot Gris,US,Oregon,Paul Gregutt
13,86,Red Blend,US,Washington,Paul Gregutt
100,91,Cabernet Sauvignon,US,California,Virginie Boone
40,85,Pinot Noir,US,California,Virginie Boone
50,90,Chardonnay,US,California,Virginie Boone
15,85,Gewürztraminer,US,Washington,Paul Gregutt
24,90,Chardonnay,US,Oregon,Paul Gregutt
100,91,Cabernet Sauvignon,US,California,Virginie Boone
38,90,Pinot Noir,US,Oregon,Paul Gregutt
34,93,Chardonnay,US,California,Virginie Boone
18,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
66,88,Bordeaux-style Red Blend,US,California,Virginie Boone
175,92,Cabernet Sauvignon,US,California,Virginie Boone
56,93,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
38,93,Red Blend,US,California,Matt Kettmann
125,94,Cabernet Sauvignon,US,California,Virginie Boone
13,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
55,95,Syrah,US,Washington,Paul Gregutt
22,86,Red Blend,US,Washington,Paul Gregutt
62,89,Cabernet Sauvignon,US,Washington,Paul Gregutt
30,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
35,86,Chardonnay,US,Oregon,Paul Gregutt
50,92,Pinot Noir,US,California,Matt Kettmann
12,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,92,Red Blend,US,California,Matt Kettmann
55,90,Chardonnay,US,California,Virginie Boone
32,88,Pinot Noir,US,California,Virginie Boone
22,90,Chardonnay,US,California,Virginie Boone
28,85,Cabernet Sauvignon,US,Washington,Paul Gregutt
20,90,Chardonnay,France,Burgundy,Roger Voss
43,94,Chardonnay,US,California,Virginie Boone
100,93,Chardonnay,France,Burgundy,Roger Voss
35,89,Chardonnay,France,Burgundy,Roger Voss
24,91,Pinot Gris,US,Oregon,Paul Gregutt
24,85,Syrah,US,Oregon,Paul Gregutt
19,87,Gewürztraminer,US,Oregon,Paul Gregutt
25,91,Cabernet Sauvignon,US,California,Matt Kettmann
40,91,Pinot Noir,US,California,Matt Kettmann
32,88,Pinot Noir,US,California,Matt Kettmann
15,87,Pinot Gris,US,California,Matt Kettmann
16,85,Gewürztraminer,France,Alsace,Roger Voss
17,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
14,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
55,92,Pinot Noir,US,California,Matt Kettmann
50,93,Pinot Noir,France,Burgundy,Roger Voss
48,90,Red Blend,US,California,Matt Kettmann
33,92,Pinot Noir,US,Oregon,Paul Gregutt
60,93,Pinot Noir,US,California,Matt Kettmann
16,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
55,87,Pinot Noir,US,California,Virginie Boone
40,90,Pinot Noir,US,Oregon,Paul Gregutt
10,87,Riesling,US,Washington,Paul Gregutt
65,90,Chardonnay,US,California,Virginie Boone
90,92,Pinot Noir,US,Oregon,Paul Gregutt
14,83,Chardonnay,US,Washington,Paul Gregutt
45,94,Pinot Noir,US,California,Matt Kettmann
40,87,Cabernet Sauvignon,US,Washington,Paul Gregutt
13,89,Riesling,US,Washington,Paul Gregutt
22,92,Cabernet Sauvignon,US,California,Matt Kettmann
60,93,Pinot Noir,France,Burgundy,Roger Voss
22,87,Pinot Noir,US,Oregon,Paul Gregutt
42,93,Pinot Noir,US,California,Matt Kettmann
28,92,Riesling,US,Oregon,Paul Gregutt
50,90,Chardonnay,France,Burgundy,Roger Voss
55,92,Pinot Noir,US,Oregon,Paul Gregutt
12,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
42,87,Pinot Noir,US,California,Virginie Boone
50,92,Chardonnay,US,California,Virginie Boone
20,87,Chardonnay,France,Burgundy,Roger Voss
29,89,Chardonnay,France,Burgundy,Roger Voss
3300,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
79,89,Pinot Noir,France,Burgundy,Roger Voss
30,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
55,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
50,88,Pinot Noir,US,Oregon,Paul Gregutt
20,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
90,92,Chardonnay,France,Burgundy,Roger Voss
28,91,Syrah,US,Washington,Paul Gregutt
42,90,Pinot Noir,US,Oregon,Paul Gregutt
50,88,Pinot Noir,US,Oregon,Paul Gregutt
45,93,Cabernet Sauvignon,US,Washington,Paul Gregutt
68,93,Pinot Noir,France,Burgundy,Roger Voss
50,92,Pinot Noir,US,Oregon,Paul Gregutt
35,91,Cabernet Sauvignon,US,California,Matt Kettmann
25,87,Cabernet Sauvignon,US,Washington,Paul Gregutt
25,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
40,90,Red Blend,US,Washington,Paul Gregutt
60,90,Chardonnay,US,California,Virginie Boone
22,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
50,90,Pinot Noir,US,California,Virginie Boone
17,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
20,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
93,91,Chardonnay,US,California,Virginie Boone
60,92,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
36,93,Red Blend,US,California,Matt Kettmann
80,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
19,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
12,87,Gewürztraminer,US,Washington,Paul Gregutt
32,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
23,88,Pinot Noir,US,Oregon,Paul Gregutt
50,92,Pinot Noir,US,Oregon,Paul Gregutt
29,85,Pinot Noir,US,Oregon,Paul Gregutt
17,90,Chardonnay,US,California,Matt Kettmann
38,93,Red Blend,US,California,Matt Kettmann
42,88,Chardonnay,France,Burgundy,Roger Voss
48,89,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
65,90,Pinot Noir,US,California,Matt Kettmann
50,95,Pinot Noir,US,California,Matt Kettmann
75,91,Cabernet Sauvignon,US,California,Virginie Boone
30,87,Pinot Noir,US,Oregon,Paul Gregutt
20,88,Chardonnay,France,Burgundy,Roger Voss
