state,county,cz,czname,kfr_pooled_pooled_p25,kfr_white_pooled_p25,poor_share1990,ann_avg_job_growth_2004_2013,job_growth_quartile
18,87,13700,Concord,0.51378554,0.5287016,0.12089742,0.0036394154,3
18,89,14900,Gary,0.38606632,0.45167854,0.10945454,-1.3965681e-4,3
18,91,13600,South Bend,0.38435507,0.41440967,0.097656563,-0.011703031,1
18,93,14600,Bloomington,0.37797639,0.38679576,0.093474306,-0.01212983,1
18,95,14000,Muncie,0.35349786,0.37214223,0.14079641,-0.013113456,1
18,97,14200,Indianapolis,0.34407961,0.38158861,0.099710234,-0.0026007565,3
18,99,13600,South Bend,0.42408949,0.43649557,0.076747954,9.2385785e-4,3
18,101,14600,Bloomington,0.43238047,0.43987963,0.13786446,-0.005387167,2
18,103,13900,Center,0.40072259,0.41101962,0.10365085,-0.013074393,1
18,105,14600,Bloomington,0.38870627,0.39929944,0.21768025,-0.001386034,3
18,107,14400,Terre Haute,0.41177174,0.42582941,0.093859255,-0.010423479,2
18,109,14200,Indianapolis,0.38895485,0.39783159,0.065823868,-0.0095942821,2
18,111,14900,Gary,0.43447748,0.44284397,0.088634856,-0.0059829899,2
18,113,13700,Concord,0.42344618,0.44120824,0.078382194,-0.0058473637,2
18,115,12800,Washington,0.4250856,0.43964085,0.099730462,-0.0013689426,3
18,117,14600,Bloomington,0.40780261,0.41958067,0.15362482,-0.0071216905,2
18,119,14600,Bloomington,0.38821617,0.39795807,0.13677612,-0.026312409,1
18,121,14400,Terre Haute,0.43263304,0.44607222,0.12217971,-0.019411752,1
18,123,14700,Evansville,0.42909962,0.44325814,0.11042446,-0.011455646,1
18,125,14700,Evansville,0.42052028,0.42833194,0.13356557,-7.5867068e-4,3
18,127,14900,Gary,0.4322677,0.44715574,0.061058473,0.0023883879,3
18,129,14700,Evansville,0.42544425,0.44348952,0.073642038,-0.0088667767,2
18,131,13900,Center,0.43988496,0.44832179,0.10828781,-0.013670118,1
18,133,14400,Terre Haute,0.41275617,0.42257383,0.081147566,-0.012432121,1
18,135,14000,Muncie,0.40808538,0.4202604,0.11364585,-0.0068579973,2
18,137,12800,Washington,0.43696615,0.45084065,0.1034506,-0.013508803,1
18,139,14200,Indianapolis,0.4148075,0.42675033,0.11229787,-0.014496532,1
18,141,13600,South Bend,0.38336051,0.42234173,0.086983144,-0.008908649,2
18,143,14300,Columbus,99,0.37735894,0.18400934,-0.013900579,1
18,145,14200,Indianapolis,0.39811197,0.407065,0.072517745,-0.009180571,2
18,147,14700,Evansville,0.45960513,0.48220122,0.097927615,-2.891075e-4,3
18,149,13600,South Bend,99,0.41704544,0.13546002,-0.0059473333,2
18,151,14100,Fort Wayne,0.41969121,0.43406543,0.056912988,0.013874013,4
18,153,14400,Terre Haute,0.41892534,0.43035844,0.1278287,-0.0098284632,2
18,155,12800,Washington,0.42358944,0.43232596,0.15080547,-0.02045889,1
18,157,14500,Lafayette,0.41734788,0.42686188,0.17030478,0.013661216,4
18,159,13900,Center,0.41064808,0.42319342,0.064207383,-0.0044211461,2
18,161,12600,Wayne,0.43043512,0.43929154,0.094837688,-0.0093458025,2
18,163,14700,Evansville,0.3814913,0.41089705,0.11134261,-0.0021150953,3
18,165,14400,Terre Haute,0.3837181,0.39604214,0.11687381,-0.015619209,1
18,167,14400,Terre Haute,0.38801858,0.404679,0.14240132,-0.0045776432,2
18,169,13800,Wayne,0.38540554,0.39966729,99,-0.015059357,1
18,171,14500,Lafayette,0.43126565,0.44226408,0.092433199,-0.016556699,1
18,173,14700,Evansville,0.42642283,0.43743452,0.0572786,0.0011142824,3
18,175,13101,Louisville,99,0.41038272,0.14320864,-0.0094415108,2
18,177,12600,Wayne,0.36517343,0.38109195,0.14258023,-0.011558494,1
18,179,14100,Fort Wayne,0.43372786,0.44888574,0.054813411,-0.010468449,2
18,181,14500,Lafayette,0.45897195,0.47086927,0.078049369,0.005694529,4
18,183,14100,Fort Wayne,0.44391331,0.45643365,0.051311407,-0.00620995,2
19,1,27501,Des Moines,0.50461859,0.51173109,0.13284905,-0.0058344076,2
19,3,28201,Red Oak,0.5095613,0.51939577,0.16559492,0.0049464032,3
19,5,23200,Dubuque,0.52721387,0.54345405,0.13325955,-0.0042183101,2
19,7,26106,Centerville,0.46017158,0.47025642,0.20362395,-0.01017332,2
19,9,27503,Atlantic,0.55742055,0.56783801,0.120784,-0.0041686222,2
19,11,22200,Cedar Rapids,0.52106124,0.53361356,0.11057793,-0.0034866184,2
19,13,22001,Waterloo,0.42956656,0.47157308,0.15811037,0.0013106504,3
19,15,27501,Des Moines,0.48359641,0.49599656,0.086715318,-0.0012525355,3
19,17,22001,Waterloo,0.53109479,0.54337209,0.092679746,0.004392222,3
19,19,22001,Waterloo,0.53037298,0.54005861,0.1673283,0.0030431496,3
19,21,27401,Storm Lake,0.48461235,0.54268473,0.089163147,0.01041294,4
19,23,22001,Waterloo,0.54333979,0.5580442,0.10662193,0.0028572574,3
19,25,27402,Fort Dodge,0.50944644,0.51613075,0.1192506,-0.018416733,1
19,27,27504,Carroll,0.58958238,0.59810501,0.10493144,-0.0097206337,2
19,29,27503,Atlantic,0.49927804,0.51758182,0.11316027,-0.0021278253,3
19,31,22100,Iowa City,0.51325929,0.52322495,0.10196832,0.0046369047,3
19,33,21801,Mason City,0.46855336,0.48459396,99,-0.011391931,1
19,35,27401,Storm Lake,0.54719996,0.56945121,0.11071465,0.0051538441,4
19,37,21802,Decorah,0.56015509,0.56185228,0.10715764,0.0060368418,4
19,39,27502,Creston,99,0.47850659,0.13730863,-8.9350011e-4,3
19,41,27301,Spencer,0.50383073,0.51287138,0.098839529,-0.0090894056,2
19,43,23200,Dubuque,0.54263449,0.55392557,0.14422029,0.0083171688,4
19,45,23802,Clinton,0.45923761,0.48214948,0.10520268,-0.0060416902,2
19,47,27504,Carroll,0.51571286,0.55201519,0.1596372,-0.003001146,3
19,49,27501,Des Moines,99,0.50717509,0.063415319,0.043140613,4
19,51,22300,Ottumwa,0.4862783,0.5035513,0.17834014,-0.001865715,3
19,53,27502,Creston,0.4724322,0.48926529,0.20775363,0.0047636786,3
19,55,23200,Dubuque,0.56759489,0.571922,0.12838271,0.0052652149,4
19,57,23600,Burlington,0.41981485,0.44720149,99,-3.3975829e-4,3
19,59,27301,Spencer,0.49695775,0.51004666,0.092282631,-0.0093627088,2
19,61,23200,Dubuque,0.51326174,0.52641952,0.097928755,0.012768496,4
19,63,27302,Fairmont,0.5146054,0.52642721,0.13239437,-0.0024360274,3
19,65,22001,Waterloo,0.51377302,0.52314246,99,-0.0030746523,3
19,67,21802,Decorah,0.50077283,0.51293635,0.13260368,-0.0068652993,2
19,69,22002,Iowa Falls,99,0.51152068,0.11326998,0.0087450491000000009,4
19,71,28201,Red Oak,0.46658877,0.48267123,0.12259085,0.0056947046,4
19,73,27504,Carroll,99,0.51227951,0.12248661,0.0014894812,3
19,75,22001,Waterloo,0.53651685,0.54572326,0.082297735,-0.0038835846,2
19,77,27501,Des Moines,0.51752061,0.52744716,0.11337579,-0.011334578,1
19,79,27402,Fort Dodge,0.47511137,0.48755616,0.081996918,-0.023661515,1
19,81,21801,Mason City,0.5377174,0.55348217,0.085749976,-0.0033535585,2
19,83,22002,Iowa Falls,0.50678074,0.51986098,0.10709098,-0.0030099538,3
19,85,28202,Omaha,0.49009487,0.50325567,0.13601577,-0.006580261,2
19,87,23600,Burlington,99,0.4734953,0.09980917,-0.0074999244,2
19,89,21802,Decorah,0.54130363,0.55608088,0.13894002,0.0014582045,3
19,91,27402,Fort Dodge,0.52876306,0.54141241,0.085126437,0.0018149219,3
19,93,27401,Storm Lake,0.54538429,0.5509882,0.11549842,-0.0017445013,3
19,95,22200,Cedar Rapids,0.52879578,0.53166795,0.079392225,0.014830698,4
19,97,23802,Clinton,0.51322109,0.52613729,0.14360629,-0.0021315529,3
19,99,21900,Marshalltown,0.46030825,0.47424287,0.068431638,-6.140583e-5,3
19,101,22300,Ottumwa,0.47219929,0.48180795,0.1360721,0.010177504,4
19,103,22100,Iowa City,0.47664461,0.49342614,0.16172375,0.014708472,4
19,105,22200,Cedar Rapids,0.525617,0.54081577,0.1091901,0.00382163,3
19,107,22300,Ottumwa,0.50303537,0.5060721,0.13104884,-0.0071519264,2
19,109,27301,Spencer,0.59000456,0.60050231,0.1101054,-0.0027087789,3
19,111,23600,Burlington,0.42758539,0.43925208,0.12671773,-6.752215e-4,3
19,113,22200,Cedar Rapids,0.43809453,0.46453276,0.078895144,0.0078382287,4
19,115,22100,Iowa City,0.46049133,0.51024002,0.1184489,-0.0069713779,2
19,117,26106,Centerville,0.49340388,0.51003158,99,-0.014605494,1
19,119,27201,Sioux Center,0.60139436,0.60789353,0.13225994,0.011576785,4
19,121,27501,Des Moines,0.50549352,0.52251363,99,0.0014571305,3
19,123,22300,Ottumwa,0.50390691,0.51957035,0.13145736,0.0013006408,3
19,125,22300,Ottumwa,0.47746855,0.49472466,0.096696295,0.0016994809,3
19,127,21900,Marshalltown,99,0.46565637,0.088715516,-0.0042889123,2
19,129,28202,Omaha,0.50342011,0.51202184,0.098567873,-0.0097678564,2
19,131,21802,Decorah,0.5479154,0.55736005,0.10236023,0.0034956632,3
19,133,28001,Sioux City,0.46591732,0.48935762,0.14801933,-0.004069855,2
19,135,22300,Ottumwa,0.48454678,0.48331803,0.1577747,0.0082296375,4
19,137,28201,Red Oak,0.49002165,0.50129032,0.10052256,-0.01085563,2
19,139,22100,Iowa City,0.42926189,0.45128694,0.096011408,-0.0056959363,2
19,141,27201,Sioux Center,0.55409515,0.56562781,0.11992368,0.0096529899,4
19,143,27202,Worthington,0.54105395,0.55511642,0.096539959,-8.4357266e-4,3
19,145,28201,Red Oak,0.47664678,0.48606291,0.1393369,-0.019235289,1
19,147,27301,Spencer,0.53614211,0.54210407,0.15254477,-0.0051566474,2
19,149,28001,Sioux City,0.55127275,0.56763798,0.087741159,0.0067643356,4
19,151,27402,Fort Dodge,0.539994,0.54943913,0.10528532,0.012633763,4
19,153,27501,Des Moines,0.42686203,0.45674267,0.081265785,0.012400309,4
19,155,28202,Omaha,0.42595309,0.4427748,0.10190925,0.0016485141,3
19,157,21900,Marshalltown,0.50524914,0.51160914,0.10005619,0.0019560624,3
19,159,27502,Creston,0.50729686,0.51430404,0.17170298,0.0024769681,3
19,161,27401,Storm Lake,0.58579111,0.59066105,0.11823685,-0.0059982608,2
19,163,23801,Davenport,0.41829303,0.45360136,0.11709191,0.0016671437,3
19,165,27503,Atlantic,0.53484052,0.54353327,0.090579353,0.0012214832,3
19,167,27201,Sioux Center,0.58474743,0.60165769,0.079742186,0.0075139059,4
19,169,27501,Des Moines,0.49748048,0.51158333,0.17335545,0.017960915,4
19,171,21900,Marshalltown,0.49370426,0.52824628,0.10550453,-0.0033031702,2
19,173,28201,Red Oak,0.4988994,0.52005476,0.18269345,-0.0019864007,3
19,175,27502,Creston,0.47277489,0.48674789,0.15404534,0.011699379,4
19,177,22300,Ottumwa,0.49306369,0.50319016,0.16592447,6.1525364e-4,3
19,179,22300,Ottumwa,0.42218581,0.43602073,0.15124707,-0.0062426766,2
19,181,27501,Des Moines,0.4768489,0.49343413,0.06234546,0.0090860212,4
19,183,22100,Iowa City,0.47520941,0.48205116,0.09363433,0.0022640056,3
19,185,26106,Centerville,0.48688009,0.49907386,0.19154435,-0.010711534,2
19,187,27402,Fort Dodge,99,0.47238314,0.11716708,0.0019248887,3
19,189,21801,Mason City,0.51862085,0.52888972,0.11536679,-0.015431387,1
19,191,21802,Decorah,0.56284529,0.57351166,0.13303359,-0.0048658568,2
19,193,28001,Sioux City,0.42699581,0.46970558,0.13439582,0.0047470606,3
19,195,21801,Mason City,0.48495266,0.49407288,0.10054118,-0.0083470615,2
19,197,27402,Fort Dodge,0.48427662,0.49136546,0.098249525,-0.0033747409,2
20,1,29401,Ottawa,0.41169006,0.41903841,0.15592755,-0.0080458056,2
20,3,29401,Ottawa,0.45896053,0.46701801,0.12833226,0.0030233806,3
20,5,29501,Leavenworth,0.42228299,0.43816191,0.15902357,-0.015013656,1
20,7,29001,Pratt,0.51159906,0.52346486,0.10852549,0.0049398155,3
20,9,29004,Great Bend,0.46441993,0.48409069,0.11990333,0.003211319,3
20,11,29901,Joplin,99,0.45193034,0.19401155,-0.028031632,1
20,13,29201,Hiawatha,0.47078624,0.5058431,0.16648123,-0.0030200558,3
20,15,29301,Wichita,99,0.44793808,0.074349545,0.0012047503,3
20,17,29402,Emporia,0.5193609,0.52773023,0.18246445,-0.036110699,1
20,19,29303,Winfield,0.44809031,0.4592841,0.20734291,-0.025679585,1
20,21,29901,Joplin,0.41945258,0.42992911,0.20025352,-0.0034883197,2
20,23,28606,Wano,0.55817926,0.5753662,0.15220127,-0.022392999,1
20,25,29003,Dodge City,0.57412511,0.57879806,0.055626325,-0.0034161501,2
20,27,29203,Manhattan,0.48393884,0.49823517,0.12539144,-0.014027374,1
20,29,29101,Concordia,0.5116666,0.51494831,0.15848608,-0.030078311,1
20,31,29402,Emporia,0.49350631,0.50346583,0.089383386,3.3501664e-4,3
20,33,29002,Coldwater,0.47076565,0.46920913,0.17179024,-4.4479099e-4,3
20,35,29303,Winfield,0.42554131,0.44380111,0.10610058,-0.0063698832,2
20,37,29901,Joplin,0.42867494,0.44370058,0.18349007,1.5321352e-4,3
20,39,28601,Oberlin,0.55728889,0.56722856,0.14350116,-0.031541508,1
20,41,29203,Manhattan,0.46563876,0.48315081,0.11307122,-0.0093987118,2
20,43,29503,St. Joseph,0.44859543,0.46539605,0.15888757,-0.0021438032999999998,3
20,45,29204,Topeka,0.42703208,0.45973668,0.19749187,-1.3035513e-4,3
20,47,29004,Great Bend,0.48299116,0.49753779,0.12673058,-0.006060828,2
20,49,29303,Winfield,0.48936486,0.49047938,0.17509247,-0.012059944,1
20,51,29006,Hays,0.52755284,0.54195601,0.15590665,0.0080175446,4
20,53,29005,Hutchinson,0.47912446,0.49272379,0.11931929,0.0086309528,4
20,55,31001,Garden City,0.41161007,0.49560073,0.10627903,0.010082406,4
20,57,29003,Dodge City,0.41245389,0.4615472,0.11978654,0.01048943,4
20,59,29401,Ottawa,0.42218852,0.43825352,0.11769644,8.7692117e-4,3
20,61,29203,Manhattan,0.37681189,0.41102073,0.1438119,0.0106628,4
20,63,28604,Colby,0.53695053,0.53441161,0.11076944,-0.0033409216,2
20,65,29007,Township 11,0.50316375,0.50404525,0.15186714,-0.0072783125,2
20,67,31002,Ulysses,0.47192529,0.49214199,0.15056293,0.0030497739,3
20,69,29003,Dodge City,0.53135669,0.54441357,0.099569894,0.0092125926,4
20,71,31003,Scott City,0.5674367,0.69641137,0.092219017,0.020208908,4
20,73,29303,Winfield,0.47692239,0.49625456,0.14615954,-0.0044433596,2
20,75,31001,Garden City,0.4444291,0.42952427,0.11306965,0.034100384,4
20,77,29301,Wichita,0.45272848,0.46901044,99,-0.0096951975,2
20,79,29302,Newton,0.43555745,0.46371377,0.085882574,-0.0049534822,2
20,81,31001,Garden City,0.58617812,0.65303284,0.0757851,0.011243663,4
20,83,29003,Dodge City,0.58044744,0.61269611,0.098829038,0.017117487,4
20,85,29204,Topeka,0.48021773,0.52183896,99,0.0040657544,3
20,87,29204,Topeka,0.46568909000000003,0.48023766,0.084842622,-8.8688685e-4,3
20,89,29101,Concordia,0.51125634,0.51504105,0.14636973,-0.040524703,1
20,91,29502,Kansas City,99,0.49094054,0.034495998,0.011180911,4
20,93,31001,Garden City,0.45364109,0.50043601,0.10315259,0.0088963639,4
20,95,29301,Wichita,0.49144778,0.50904226,0.11542378,-0.016563723,1
20,97,29001,Pratt,0.46065772,0.46337682,0.1393818,-0.018938379,1
20,99,29403,Bartlesville,0.43611234,0.45999664,0.14281516,0.0017330784,3
20,101,29008,Center,0.47038424,0.48376042,0.11493758,-0.021701561,1
20,103,29501,Leavenworth,0.39216787,0.41465202,0.07003583,0.0062941336,4
20,105,29104,Salina,0.47715026,0.48833892,0.15770309,-0.0022670641,3
20,107,29502,Kansas City,0.44525316,0.45666629,0.15018229,-0.01315244,1
20,109,28604,Colby,0.47967562,0.48898065,0.11622517,0.012115276,4
20,111,29402,Emporia,0.42970076,0.47054011,0.14005928,-0.024296757,1
20,113,29302,Newton,0.47835681,0.49312437,0.070929453,-0.0030417675,3
20,115,29302,Newton,0.47457254,0.48845461,0.1095484,-0.0090886038,2
20,117,29202,Marysville,0.53589171,0.54972976,0.13385174,0.004159335,3
20,119,31004,Liberal,0.54597747,0.57040155,0.11596756,0.0073377099,4
20,121,29502,Kansas City,0.45447814,0.46927145,0.075454876,0.0051503945,4
20,123,29103,Beloit,99,0.52111453,0.11002161,0.012261189,4
20,125,29403,Bartlesville,0.41240478,0.44536805,0.15124646,0.004077103,3
20,127,29203,Manhattan,0.48142785,0.4821648,0.1352471,0.0038645209,3
20,129,31006,Guymon,0.50386459,0.55608428,0.16201937,-0.0072758119,2
20,131,29201,Hiawatha,0.61351389,0.61989117,0.14624761,0.0085568018,4
20,133,29403,Bartlesville,0.4473432,0.45652679,0.13577358,-0.03558461,1
20,135,29008,Center,0.52363312,0.52602065,0.10880908,-0.0086958865,2
20,137,28602,Norton,0.51253235,0.52330893,0.1366425,0.016468264,4
20,139,29204,Topeka,0.45189831,0.46484858,0.10739537,-0.012205327,1
20,141,29103,Beloit,0.50732821,0.53666216,0.13943632,-0.0096394056,2
20,143,29104,Salina,0.47734776,0.47697747,99,-0.0054541044,2
20,145,29004,Great Bend,0.4515202,0.48117942,0.11125045,-0.010150759,2
20,147,28603,Phillipsburg,0.52574575,0.5317204,0.13082129,-0.010255635,2
20,149,29203,Manhattan,0.48593962,0.51370192,0.10005405,0.013922981,4
20,151,29001,Pratt,0.46636552,0.48618597,0.095297515,-0.0013942763,3
20,153,28601,Oberlin,0.53060615,0.54316443,0.12848158,0.01542964,4
20,155,29005,Hutchinson,0.42142919,0.44076684,0.1066215,-0.004393857,2
20,157,29101,Concordia,0.50931853,0.52630281,0.12383292,-0.0070779417,2
20,159,29005,Hutchinson,0.4635542,0.47705489,0.16059865,-3.6196428e-4,3
20,161,29203,Manhattan,0.43735152,0.47780704,0.21379781,0.0093689356,4
20,163,29007,Township 11,0.49481294,0.50843424,0.15108933,0.0036974296,3
20,165,29004,Great Bend,0.51195544,0.52912432,0.12008412,0.0067668809,4
20,167,29006,Hays,0.49514878,0.51240486,0.13223095,0.013180627,4
20,169,29104,Salina,0.4225283,0.44423383,0.11303206,0.0013590673,3
20,171,31003,Scott City,0.50198048,0.52138728,0.090594344,-0.0026653081,3
20,173,29301,Wichita,0.39217156,0.43005252,0.094551392,0.0012257484,3
20,175,31004,Liberal,0.41903913,0.48185945,0.14768277,0.0060658753,4
20,177,29204,Topeka,0.39075658,0.42961729,0.093974844,-0.0029888358,3
20,179,28604,Colby,0.58926314,0.59011948,0.16186509,-0.0037420248,2
20,181,28605,Goodland,0.49950972,0.52389222,0.16384512,-0.018666558,1
20,183,28603,Phillipsburg,0.53331286,0.5427627,0.15138943,-0.0084951511,2
20,185,29004,Great Bend,0.47259924,0.4827075,0.13428608,-8.354694e-4,3
20,187,31002,Ulysses,0.52495742,0.52693886,0.14769766,-0.012236454,1
20,189,31002,Ulysses,0.49168998,0.52524596,0.11648625,0.037115049,4
20,191,29301,Wichita,0.43678027,0.45323208,0.076098621,-0.010841601,2
20,193,28604,Colby,0.5259099,0.5488708,0.14185482,0.0034095633,3
20,195,29006,Hays,0.54424638,0.57617539,0.12073272,-0.015515087,1
20,197,29204,Topeka,0.4964146,0.51416451,0.091945857,-0.0014179777,3
20,199,28605,Goodland,0.59047329,0.60838735,0.19988865,-0.011198216,2
20,201,29202,Marysville,0.52481925,0.53309751,0.14883499,-0.010663514,2
20,203,31003,Scott City,0.56825167,0.58647847,0.102526,-0.0049694395,2
20,205,29403,Bartlesville,0.44115752,0.45418552,0.15337826,-0.029727314,1
20,207,29401,Ottawa,0.44858578,0.45111871,0.11976405,-0.0037863473,2
20,209,29502,Kansas City,0.35736558,0.40278161,0.15847605,0.0026810539,3
21,1,4601,Campbellsville,0.41541359,0.42888659,99,-0.017243553,1
21,3,5401,Bowling Green,0.37712938,0.3883208,0.24808189,0.0044989325,3
21,5,12901,Lexington-Fayette,0.39797756,0.40534896,0.095768407,0.0090364022,4
21,7,25401,Paducah,0.43367711,0.44492969,0.18373391,-0.010867311,2
21,9,5402,Glasgow,0.40630835,0.41972962,0.21316373,-0.0016707628,3
21,11,12902,Mount Sterling,0.40346125,0.41665369,0.27503443,-0.0072487448,2
21,13,301,Middlesborough,0.37449017,0.387609,0.3599427,-0.0031964134,3
21,15,12701,Cincinnati,0.40715119,0.418484,0.061118767,0.014219924,4
21,17,12901,Lexington-Fayette,0.36366171,0.38682157,0.1697157,-6.0791015e-5,3
21,19,17100,Huntington,0.38034844,0.39275882,0.16015878,-0.020465132,1
21,21,12903,Danville,0.37083247,0.39387813,0.17150326,-0.0010877671,3
21,23,12702,Maysville,0.37160832,0.37929595,0.21461314,-0.017135853,1
21,25,4501,West Liberty,0.36811772,0.38125554,0.39531195,-0.031332217,1
21,27,13000,Elizabethtown,0.44865859,0.46008563,99,-0.010177074,2
21,29,13101,Louisville,0.40022212,0.41098163,0.10201408,0.012505712,4
21,31,13200,Owensboro,0.40762815,0.416545,99,-0.010302582,2
21,33,25200,Henderson,0.41072783,0.42893282,0.19859935,-0.015120819,1
21,35,25402,Murray,0.41062984,0.42667505,0.18180102,0.0026634911,3
21,37,12701,Cincinnati,0.38839018,0.40153408,0.094664112,0.0054254271,4
21,39,25401,Paducah,0.40061107,0.41076216,0.17560156,0.0029661672,3
21,41,13102,Madison,0.38974559,0.40531778,0.21913017,-0.011350346,1
21,43,17100,Huntington,0.39988622,0.40997162,0.2653566,-0.026340492,1
21,45,4601,Campbellsville,0.40173507,0.41217482,0.29374102,-0.0053007347,2
21,47,5900,Clarksville,0.37394321,0.42375314,0.16359302,-0.0040392564,2
21,49,12901,Lexington-Fayette,0.34720245,0.36389622,0.16830032,0.0012463195,3
21,51,4401,London,0.35891965,0.36849639,0.3922857,-0.030714171,1
21,53,4602,Somerset,0.41263554,0.42264178,0.38069159,-0.017821496,1
21,55,25200,Henderson,0.42840609,0.44283074,0.18702088,0.0015936524,3
21,57,5402,Glasgow,0.41366643,0.42100891,0.3150104,-0.0025464906,3
21,59,13200,Owensboro,0.41262692,0.4344098,0.15106635,0.0023285998,3
21,61,5401,Bowling Green,0.40107015,0.41517916,0.27079409,-0.0077705439,2
21,63,17100,Huntington,0.42204928,0.43434513,0.38322899,-0.029699028,1
21,65,4402,Richmond,0.36585921,0.37604374,0.28959578,-0.011058781,2
21,67,12901,Lexington-Fayette,0.36058044,0.39573619,0.13141014,0.015660765,4
21,69,12702,Maysville,0.39304239,0.40604663,0.25548625,-0.0047418778,2
21,71,17000,Pikeville,0.38382921,0.3915821,0.30800232,-0.020543549,1
21,73,12901,Lexington-Fayette,0.36392605,0.38225031,0.10238991,-0.0045644268,2
21,75,25300,Union City,0.3511501,0.41161397,0.30426189,-0.026123853,1
21,77,12701,Cincinnati,0.4432072,0.45583406,0.14325948,-0.0045452556,2
21,79,12903,Danville,0.36499894,0.37622693,99,0.0015907283,3
21,81,12701,Cincinnati,0.3839148,0.39182919,0.1456987,-0.011843337,1
21,83,25300,Union City,99,0.43149024,0.16752185,-0.0021784166,3
21,85,13000,Elizabethtown,0.40219191,0.41071871,0.23812376,-0.0070290049,2
21,87,4601,Campbellsville,0.42808738,0.4416593,0.21590458,-0.0061156447,2
21,89,17100,Huntington,0.40246931,0.41048118,0.17910093,-0.020309282,1
21,91,13200,Owensboro,0.47285417,0.47967842,0.16806298,-4.6637779e-4,3
21,93,13000,Elizabethtown,0.40363356,0.42339775,0.13210456,0.0033806672,3
21,95,4502,Hazard,0.37986884,0.39383963,0.3333638,-0.020847315,1
21,97,12901,Lexington-Fayette,0.37234646,0.38603887,0.16964699,-0.0028988705,3
21,99,5402,Glasgow,0.40796441,0.42206326,0.27413893,0.0021493018,3
21,101,25200,Henderson,0.3813507,0.39887139,0.13951544,-0.006364658,2
21,103,13101,Louisville,0.40072656,0.41811541,0.19549738,-0.0025591759,3
21,105,25300,Union City,0.38558543,0.40673637,0.20073868,0.0086728437,4
21,107,25200,Henderson,0.40979388,0.42841074,0.16554756,-0.0073150247,2
21,109,4402,Richmond,0.39876482,0.41256955,0.37660828,-0.0048211263,2
21,111,13101,Louisville,0.3629775,0.40298158,0.12139826,0.0090090903,4
21,113,12901,Lexington-Fayette,0.3562485,0.37076965,0.12807736,0.017125294,4
21,115,17000,Pikeville,0.42922232,0.44100973,99,-0.022899916,1
21,117,12701,Cincinnati,0.3746317,0.39380148,0.088806145,-2.1046877e-4,3
21,119,4502,Hazard,99,0.37362531,0.40408143,-0.027646687,1
21,121,4401,London,0.38212988,0.39417833,0.38305894,-0.01926654,1
21,123,13000,Elizabethtown,0.42863321,0.44090194,0.19949928,-0.017376566,1
21,125,4401,London,0.38357031,0.39531732,0.24529107,-0.0082276547,2
21,127,17000,Pikeville,0.38819781,0.40547383,0.35397524,-0.0067029442,2
21,129,4501,West Liberty,0.39089471,0.40855095,0.37199166,-0.01820014,1
21,131,4502,Hazard,0.36641586,0.38053399,0.35557011,-0.013474475,1
21,133,4502,Hazard,0.39511007,0.40370062,0.31546777,-0.022716794,1
21,135,12702,Maysville,0.4166387,0.42208391,0.30484334,-0.011091408,2
21,137,12903,Danville,0.37296119,0.38230285,0.26858416,-0.01072458,2
21,139,25401,Paducah,0.41301331,0.42847106,0.15410277,-0.027108205,1
21,141,5401,Bowling Green,0.40011191,0.4238818,0.1624586,-0.0019234248,3
21,143,25200,Henderson,0.43119264,0.44823429,0.14293632,-0.0051502436,2
21,145,25401,Paducah,0.38038197,0.41229257,0.14395675,-0.004376288,2
21,147,4602,Somerset,0.35557348,0.36453751,0.4627105,-0.019631108,1
21,149,13200,Owensboro,0.42633167,0.44176787,0.193138,-0.0046452419,2
21,151,4402,Richmond,0.37062562,0.38141444,0.21405202,0.012847914,4
21,153,17000,Pikeville,0.41135493,0.42599308,0.4258177,-0.020032132,1
21,155,13103,Bardstown,0.44379672,0.4711239,0.24984808,-7.7769882e-4,3
21,157,25401,Paducah,99,0.43463352,0.13892856,0.0065886239,4
21,159,17000,Pikeville,0.41431481,0.43404135,0.35219198,-0.0029321334,3
21,161,12702,Maysville,0.38948417,0.40786147,0.20048346,-0.017609654,1
21,163,13000,Elizabethtown,0.39947581,0.41547549,0.13667844,0.0020166596,3
21,165,12902,Mount Sterling,0.38494453,0.39890653,0.35211712,-0.010766727,2
21,167,12903,Danville,0.3801603,0.39421222,0.16925736,-0.0024429704,3
21,169,5402,Glasgow,0.42522848,0.43537199,0.27966926,-0.0070848735,2
21,171,5402,Glasgow,0.41745925,0.43208575,0.26911867,-0.0093607241,2
21,173,12902,Mount Sterling,0.3606075,0.36944255,0.20718059,0.0032319319,3
21,175,4501,West Liberty,0.40951568,0.42411888,0.37271097,-0.0028115881,3
21,177,13200,Owensboro,0.43554917,0.45375955,0.2045465,-0.0020686309,3
21,179,13103,Bardstown,0.40877706,0.42872128,0.14921431,0.0067281206,4
21,181,12901,Lexington-Fayette,0.37845519,0.38574103,0.22519402,0.016107986,4
21,183,13200,Owensboro,0.43364626,0.44597062,0.23115945,-0.016606053,1
21,185,13101,Louisville,0.43833274,0.45720693,0.061302997,0.018761907,4
21,187,12901,Lexington-Fayette,99,0.41199464,0.19362916,0.012406491,4
21,189,4501,West Liberty,0.34451139,0.35603425,0.52226591,-0.027962364,1
21,191,12701,Cincinnati,0.38032004,0.3966839,0.18794382,-0.0099290134,2
21,193,4502,Hazard,0.36546847,0.37794217,0.32421875,-0.012689715,1
