id	ofjobs	firstname	sex	race	call	lmedhhinc
b	4	Aisha	FEMALE	BLACK	0	10.287047
b	4	Allison	FEMALE	w	0	10.099629
b	6	Jill	FEMALE	w	0	9.9650526
b	2	Tamika	FEMALE	BLACK	0	9.6628799
b	4	Anne	FEMALE	w	0	9.4743185
b	4	Ebony	FEMALE	BLACK	0	10.565582
b	3	Jill	FEMALE	w	0	10.408828
b	3	Tamika	FEMALE	BLACK	0	-99
b	3	Carrie	FEMALE	w	0	10.242421
b	3	Kenya	FEMALE	BLACK	0	9.6628799
b	3	Sarah	FEMALE	w	0	10.631061
b	4	Tanisha	FEMALE	BLACK	0	9.895607
b	3	Anne	FEMALE	w	0	10.408828
b	4	Keisha	FEMALE	BLACK	0	9.8692579
b	3	Allison	FEMALE	w	0	10.408828
b	3	Latoya	FEMALE	BLACK	0	10.099629
b	3	Sarah	FEMALE	w	0	9.92974
b	4	Tamika	FEMALE	BLACK	0	10.032057
b	2	Anne	FEMALE	w	0	10.099629
b	4	Jill	FEMALE	w	0	10.287047
b	3	Kenya	FEMALE	BLACK	0	10.435556
b	2	Lakisha	FEMALE	BLACK	0	9.92974
b	3	Jill	FEMALE	w	0	10.061986
b	4	Keisha	FEMALE	BLACK	0	9.8762188
b	3	Lakisha	FEMALE	BLACK	0	9.9650526
b	2	Meredith	FEMALE	w	0	10.466754
b	3	Aisha	FEMALE	BLACK	0	10.631061
b	4	Allison	FEMALE	w	0	10.310918
b	2	Allison	FEMALE	w	0	9.8692579
b	2	Hakim	MALE	BLACK	0	9.8692579
b	3	Sarah	FEMALE	w	0	10.377172
b	3	Tamika	FEMALE	BLACK	0	10.292552
b	3	Aisha	FEMALE	BLACK	0	9.4743185
b	4	Latoya	FEMALE	BLACK	0	10.276773
b	4	Laurie	FEMALE	w	0	10.032057
b	3	Meredith	FEMALE	w	0	10.032057
359	6	Aisha	FEMALE	BLACK	0	10.230702
11	6	Allison	FEMALE	w	0	10.342871
359	4	Allison	FEMALE	w	0	10.48369
403	4	Allison	FEMALE	w	0	10.299677
264	4	Anne	FEMALE	w	0	9.9677763
291	2	Brad	MALE	w	0	9.9992523
315	4	Brendan	MALE	w	0	9.9677763
11	4	Darnell	MALE	BLACK	0	10.752698
81	6	Emily	FEMALE	w	0	10.29106
81	3	Geoffrey	MALE	w	0	9.9677763
315	4	Greg	MALE	w	0	9.6143379
403	3	Hakim	MALE	BLACK	0	10.342871
81	4	Hakim	MALE	BLACK	0	10.299677
291	3	Jay	MALE	w	0	9.9992523
315	6	Jermaine	MALE	BLACK	0	9.9674482
11	4	Kareem	MALE	BLACK	0	9.9992523
264	3	Kenya	FEMALE	BLACK	0	9.8419847
315	3	Kenya	FEMALE	BLACK	0	10.144078
291	4	Lakisha	FEMALE	BLACK	0	9.9992523
403	6	Latonya	FEMALE	BLACK	0	9.9992523
264	6	Meredith	FEMALE	w	0	10.144078
11	3	Neil	MALE	w	0	10.230702
359	3	Neil	MALE	w	0	10.342871
264	4	Rasheed	MALE	BLACK	0	9.9992523
359	4	Tamika	FEMALE	BLACK	0	10.752698
291	3	Tanisha	FEMALE	BLACK	0	10.29106
403	4	Todd	MALE	w	0	10.597809
81	4	Tremayne	MALE	BLACK	0	10.48369
a	4	Brad	MALE	w	0	10.299677
a	5	Ebony	FEMALE	BLACK	0	10.144078
a	6	Jamal	MALE	BLACK	0	10.099547
a	4	Jay	MALE	w	0	9.6143379
b	5	Ebony	FEMALE	BLACK	1	10.230702
b	6	Emily	FEMALE	w	1	9.9992523
b	5	Latonya	FEMALE	BLACK	0	9.9677763
b	1	Meredith	FEMALE	w	0	9.6143379
a	4	Lakisha	FEMALE	BLACK	0	10.039984
a	4	Latonya	FEMALE	BLACK	0	9.819562
a	6	Laurie	FEMALE	w	1	10.230702
a	3	Meredith	FEMALE	w	0	9.9674482
a	3	Darnell	MALE	BLACK	0	10.299677
a	3	Geoffrey	MALE	w	0	10.342871
a	4	Kristen	FEMALE	w	0	9.9992523
a	2	Tyrone	MALE	BLACK	0	10.299677
b	5	Jill	FEMALE	w	0	11.11929
b	5	Latonya	FEMALE	BLACK	0	9.9674482
b	5	Sarah	FEMALE	w	0	10.039984
b	5	Tanisha	FEMALE	BLACK	0	10.342871
b	6	Allison	FEMALE	w	1	10.299677
b	3	Ebony	FEMALE	BLACK	0	10.144078
b	5	Lakisha	FEMALE	BLACK	0	10.099547
b	3	Laurie	FEMALE	w	1	9.8419847
b	3	Allison	FEMALE	w	0	10.230702
b	5	Emily	FEMALE	w	0	9.9674482
b	6	Tamika	FEMALE	BLACK	0	10.342871
b	5	Tanisha	FEMALE	BLACK	0	9.9677763
a	6	Allison	FEMALE	w	1	9.6143379
a	4	Brett	MALE	w	0	10.342871
a	2	Jermaine	MALE	BLACK	0	10.099547
a	4	Tanisha	FEMALE	BLACK	0	10.039984
b	4	Aisha	FEMALE	BLACK	0	9.6926432
b	3	Allison	FEMALE	w	0	9.9650526
b	2	Jill	FEMALE	w	0	10.032057
b	3	Latonya	FEMALE	BLACK	0	10.276773
b	3	Carrie	FEMALE	w	0	10.247857
b	2	Ebony	FEMALE	BLACK	0	10.242421
b	2	Latoya	FEMALE	BLACK	0	10.292552
b	1	Laurie	FEMALE	w	0	10.431908
b	4	Carrie	FEMALE	w	0	9.6628799
b	3	Keisha	FEMALE	BLACK	0	9.6628799
b	4	Latonya	FEMALE	BLACK	0	10.00487
b	3	Sarah	FEMALE	w	0	10.435556
b	3	Allison	FEMALE	w	0	10.795178
b	1	Ebony	FEMALE	BLACK	0	8.8417377
b	2	Kenya	FEMALE	BLACK	0	10.435556
b	3	Sarah	FEMALE	w	0	9.6628799
b	3	Aisha	FEMALE	BLACK	0	10.292552
b	3	Jill	FEMALE	w	0	10.112573
b	3	Kristen	FEMALE	w	0	10.244059
b	4	Latonya	FEMALE	BLACK	0	10.287047
b	3	Anne	FEMALE	w	0	9.8762188
b	3	Ebony	FEMALE	BLACK	0	10.512899
b	3	Kristen	FEMALE	w	0	-99
b	3	Latoya	FEMALE	BLACK	0	10.631061
b	3	Ebony	FEMALE	BLACK	0	9.8692579
b	3	Jill	FEMALE	w	0	10.310918
b	3	Sarah	FEMALE	w	0	10.242421
b	5	Tamika	FEMALE	BLACK	0	10.061986
b	4	Emily	FEMALE	w	0	10.099629
b	2	Keisha	FEMALE	BLACK	0	10.061986
b	4	Kenya	FEMALE	BLACK	0	10.242421
b	4	Sarah	FEMALE	w	0	10.377172
b	4	Aisha	FEMALE	BLACK	0	9.8692579
b	5	Ebony	FEMALE	BLACK	0	10.244059
b	3	Jill	FEMALE	w	0	10.061986
b	3	Meredith	FEMALE	w	0	10.099629
b	4	Anne	FEMALE	w	0	9.8692579
b	4	Emily	FEMALE	w	0	10.292552
b	4	Latoya	FEMALE	BLACK	0	9.9867716
b	2	Tamika	FEMALE	BLACK	0	9.6926432
b	2	Allison	FEMALE	w	0	10.795178
b	4	Emily	FEMALE	w	0	9.6628799
b	1	Kenya	FEMALE	BLACK	0	10.431908
b	4	Tamika	FEMALE	BLACK	0	9.2146311
b	2	Allison	FEMALE	w	0	10.00487
b	4	Carrie	FEMALE	w	0	9.6628799
b	2	Keisha	FEMALE	BLACK	0	10.513062
b	3	Lakisha	FEMALE	BLACK	0	10.061986
b	2	Laurie	FEMALE	w	0	9.4743185
b	4	Tanisha	FEMALE	BLACK	0	10.244059
b	2	Anne	FEMALE	w	0	9.9650526
b	4	Carrie	FEMALE	w	0	10.377172
b	2	Keisha	FEMALE	BLACK	0	9.895607
b	4	Tamika	FEMALE	BLACK	0	9.9867716
b	4	Allison	FEMALE	w	0	9.92974
b	2	Latonya	FEMALE	BLACK	0	10.276773
b	2	Laurie	FEMALE	w	0	10.112573
b	4	Tamika	FEMALE	BLACK	0	10.631061
b	4	Allison	FEMALE	w	0	10.435556
b	5	Keisha	FEMALE	BLACK	0	10.435556
b	4	Meredith	FEMALE	w	0	9.6926432
b	2	Tanisha	FEMALE	BLACK	0	10.242421
b	4	Jill	FEMALE	w	0	10.408828
b	4	Lakisha	FEMALE	BLACK	0	10.276773
b	3	Sarah	FEMALE	w	0	10.435556
b	3	Tamika	FEMALE	BLACK	0	10.112573
b	3	Anne	FEMALE	w	0	10.032057
b	2	Ebony	FEMALE	BLACK	0	10.295766
b	2	Sarah	FEMALE	w	0	8.8417377
b	4	Tanisha	FEMALE	BLACK	0	10.466754
b	4	Carrie	FEMALE	w	0	9.6628799
b	3	Keisha	FEMALE	BLACK	0	9.6628799
b	4	Latonya	FEMALE	BLACK	0	10.00487
b	3	Sarah	FEMALE	w	0	10.435556
b	3	Carrie	FEMALE	w	0	9.4743185
b	4	Latoya	FEMALE	BLACK	0	10.242421
b	4	Meredith	FEMALE	w	0	8.8417377
b	4	Tanisha	FEMALE	BLACK	0	10.244059
b	3	Allison	FEMALE	w	0	10.112573
b	3	Ebony	FEMALE	BLACK	0	9.6628799
b	4	Lakisha	FEMALE	BLACK	0	10.512899
b	3	Laurie	FEMALE	w	0	9.4743185
b	2	Kenya	FEMALE	BLACK	0	10.242421
b	4	Laurie	FEMALE	w	0	10.431908
b	5	Jay	MALE	w	0	10.287047
b	5	Keisha	FEMALE	BLACK	0	10.565582
b	2	Emily	FEMALE	w	0	10.431908
b	-99	Kenya	FEMALE	BLACK	0	9.8417721
b	2	Sarah	FEMALE	w	0	10.377172
b	3	Tanisha	FEMALE	BLACK	0	8.8417377
187	4	Aisha	FEMALE	BLACK	0	9.9674482
404	3	Allison	FEMALE	w	0	10.597809
292	4	Allison	FEMALE	w	0	9.6143379
187	4	Anne	FEMALE	w	0	9.9674482
265	6	Brad	MALE	w	0	10.342871
404	4	Brad	MALE	w	0	10.039984
360	2	Brett	MALE	w	0	10.48369
292	4	Carrie	FEMALE	w	0	10.752698
377	2	Carrie	FEMALE	w	0	9.9992523
360	3	Emily	FEMALE	w	0	9.6143379
360	4	Jamal	MALE	BLACK	0	10.752698
265	4	Jay	MALE	w	0	9.9677763
232	4	Jay	MALE	w	0	9.9677763
377	4	Jermaine	MALE	BLACK	0	9.6143379
187	3	Jill	FEMALE	w	0	10.511049
232	3	Kareem	MALE	b	0	10.752698
404	4	Kareem	MALE	b	0	10.230702
292	6	Kareem	MALE	b	0	10.29106
232	6	Keisha	FEMALE	b	0	10.299677
316	3	Latonya	FEMALE	b	0	9.8419847
404	6	Latonya	FEMALE	b	0	11.11929
265	4	Latoya	FEMALE	b	0	9.819562
316	4	Laurie	FEMALE	w	0	9.9992523
377	6	Leroy	MALE	b	0	10.039984
316	6	Neil	MALE	w	0	10.48369
292	3	Rasheed	MALE	b	0	11.11929
232	4	Sarah	FEMALE	w	0	9.9674482
377	5	Sarah	FEMALE	w	0	10.039984
360	3	Tanisha	FEMALE	b	0	10.511049
316	4	Tanisha	FEMALE	b	0	10.342871
187	6	Tremayne	MALE	b	0	10.230702
265	3	Tyrone	MALE	b	0	10.230702
b	6	Kristen	FEMALE	w	0	10.230702
b	5	Latonya	FEMALE	b	0	10.099547
b	3	Sarah	FEMALE	w	0	10.48369
b	5	Tanisha	FEMALE	b	0	10.511049
b	5	Ebony	FEMALE	b	0	10.342871
b	3	Emily	FEMALE	w	0	10.299677
b	5	Lakisha	FEMALE	b	0	10.099547
b	4	Sarah	FEMALE	w	0	10.230702
b	2	Anne	FEMALE	w	1	9.819562
b	5	Latoya	FEMALE	b	1	10.752698
b	3	Meredith	FEMALE	w	0	10.099547
b	5	Tanisha	FEMALE	b	0	9.9674482
a	5	Anne	FEMALE	w	0	10.29106
a	3	Hakim	MALE	b	0	9.6143379
a	6	Jay	MALE	w	0	10.342871
a	5	Latoya	FEMALE	b	0	10.48369
b	2	Aisha	FEMALE	b	0	10.310918
b	1	Emily	FEMALE	w	0	10.513062
b	3	Jill	FEMALE	w	0	10.242421
b	4	Keisha	FEMALE	b	0	10.377172
b	4	Laurie	FEMALE	w	0	10.795178
b	2	Tamika	FEMALE	b	0	10.217824
b	3	Carrie	FEMALE	w	0	10.242421
b	4	Lakisha	FEMALE	b	0	10.795178
b	-99	Latoya	FEMALE	b	0	10.099629
b	3	Laurie	FEMALE	w	0	-99
b	2	Allison	FEMALE	w	0	9.5274839
b	3	Kristen	FEMALE	w	0	10.408828
b	1	Lakisha	FEMALE	b	0	10.466754
b	3	Latonya	FEMALE	b	0	10.431908
b	3	Allison	FEMALE	w	1	9.4743185
b	3	Keisha	FEMALE	b	0	9.92974
b	2	Laurie	FEMALE	w	1	8.8417377
b	4	Tanisha	FEMALE	b	0	10.276773
b	1	Jill	FEMALE	w	0	-99
b	3	Kristen	FEMALE	w	0	10.565582
b	4	Lakisha	FEMALE	b	0	9.8417721
b	2	Tamika	FEMALE	b	0	10.242421
b	1	Latoya	FEMALE	b	1	10.112573
b	5	Laurie	FEMALE	w	1	10.631061
b	2	Sarah	FEMALE	w	0	10.247857
b	2	Tamika	FEMALE	b	0	10.099629
b	3	Ebony	FEMALE	b	0	9.8762188
b	2	Lakisha	FEMALE	b	0	10.00487
b	3	Meredith	FEMALE	w	0	8.8417377
b	3	Sarah	FEMALE	w	0	10.099629
b	3	Allison	FEMALE	w	0	10.247857
b	4	Kenya	FEMALE	b	0	8.8417377
b	4	Laurie	FEMALE	w	0	8.8417377
b	3	Tamika	FEMALE	b	0	9.9650526
b	2	Allison	FEMALE	w	0	9.9650526
b	4	Keisha	FEMALE	b	0	10.287047
b	5	Lakisha	FEMALE	b	0	9.8692579
b	4	Meredith	FEMALE	w	0	10.512899
b	4	Latonya	FEMALE	b	0	10.435556
b	3	Laurie	FEMALE	w	0	10.112573
b	5	Aisha	FEMALE	b	0	9.895607
b	3	Allison	FEMALE	w	0	9.9650526
b	1	Carrie	FEMALE	w	0	10.512899
b	5	Tanisha	FEMALE	b	0	10.431908
b	3	Anne	FEMALE	w	0	9.895607
b	3	Latoya	FEMALE	b	0	10.565582
b	4	Laurie	FEMALE	w	0	9.8692579
b	3	Tamika	FEMALE	b	0	9.895607
b	4	Carrie	FEMALE	w	0	10.287047
b	4	Lakisha	FEMALE	b	0	10.295766
b	4	Latonya	FEMALE	b	0	10.061986
b	4	Sarah	FEMALE	w	0	9.6926432
b	4	Ebony	FEMALE	b	0	9.6628799
b	3	Kristen	FEMALE	w	0	10.453601
b	2	Anne	FEMALE	w	0	10.795178
b	6	Emily	FEMALE	w	0	9.6628799
b	4	Kenya	FEMALE	b	0	10.18893
b	4	Latoya	FEMALE	b	0	10.292552
b	4	Allison	FEMALE	w	0	9.6628799
b	2	Emily	FEMALE	w	0	10.217824
b	4	Tamika	FEMALE	b	0	-99
b	2	Tanisha	FEMALE	b	0	10.57124
b	4	Aisha	FEMALE	b	0	10.032057
b	2	Allison	FEMALE	w	0	-99
b	5	Carrie	FEMALE	w	1	10.631061
b	4	Latoya	FEMALE	b	0	10.287047
b	3	Ebony	FEMALE	b	0	10.431908
b	3	Jill	FEMALE	w	0	9.895607
b	4	Kristen	FEMALE	w	0	10.431908
b	3	Latoya	FEMALE	b	0	10.244059
b	4	Anne	FEMALE	w	0	9.895607
b	3	Emily	FEMALE	w	0	10.276773
b	4	Keisha	FEMALE	b	0	9.8692579
b	3	Kenya	FEMALE	b	0	10.217824
b	3	Carrie	FEMALE	w	0	10.112573
b	4	Ebony	FEMALE	b	0	10.287047
b	4	Meredith	FEMALE	w	0	10.061986
b	3	Tamika	FEMALE	b	0	10.292552
b	3	Kristen	FEMALE	w	1	10.217824
b	3	Laurie	FEMALE	w	0	10.377172
b	4	Tamika	FEMALE	b	0	9.92974
b	3	Tanisha	FEMALE	b	0	10.295766
b	3	Carrie	FEMALE	w	0	9.8924265
b	4	Emily	FEMALE	w	0	9.4743185
b	3	Keisha	FEMALE	b	0	10.435556
b	4	Tamika	FEMALE	b	0	10.068281
293	3	Allison	FEMALE	w	0	9.6143379
233	4	Brad	MALE	w	0	10.144078
378	4	Brad	MALE	w	0	9.8419847
317	3	Brendan	MALE	w	0	10.597809
266	4	Brett	MALE	w	0	10.039984
293	4	Brett	MALE	w	0	9.9992523
266	6	Carrie	FEMALE	w	0	9.9992523
317	6	Emily	FEMALE	w	0	9.9674482
378	3	Greg	MALE	w	0	10.48369
233	3	Hakim	MALE	b	0	10.099547
378	4	Hakim	MALE	b	0	9.6143379
405	6	Hakim	MALE	b	0	10.597809
317	4	Jamal	MALE	b	0	10.752698
188	4	Jay	MALE	w	0	10.039984
188	3	Keisha	FEMALE	b	0	9.8419847
317	4	Keisha	FEMALE	b	0	9.6143379
361	4	Keisha	FEMALE	b	0	10.144078
233	6	Keisha	FEMALE	b	0	10.144078
266	4	Keisha	FEMALE	b	0	10.299677
293	6	Keisha	FEMALE	b	0	9.9677763
378	6	Kenya	FEMALE	b	0	10.29106
361	3	Kristen	FEMALE	w	0	10.342871
405	4	Matthew	MALE	w	0	9.6143379
361	6	Meredith	FEMALE	w	0	10.752698
233	4	Sarah	FEMALE	w	0	10.342871
188	4	Sarah	FEMALE	w	0	10.342871
405	4	Todd	MALE	w	0	10.48369
405	3	Tremayne	MALE	b	0	10.597809
266	3	Tyrone	MALE	b	0	10.752698
293	4	Tyrone	MALE	b	0	9.819562
188	6	Tyrone	MALE	b	0	9.9677763
361	-99	Tyrone	MALE	b	0	10.230702
b	5	Allison	FEMALE	w	0	10.48369
b	5	Anne	FEMALE	w	0	10.29106
b	3	Latonya	FEMALE	b	0	10.597809
b	6	Tamika	FEMALE	b	0	10.752698
b	5	Jill	FEMALE	w	0	9.9677763
b	5	Kenya	FEMALE	b	0	10.29106
b	3	Meredith	FEMALE	w	0	10.597809
b	4	Tamika	FEMALE	b	0	9.9992523
b	2	Allison	FEMALE	w	0	10.230702
b	5	Ebony	FEMALE	b	0	10.29106
b	7	Emily	FEMALE	w	0	10.48369
b	6	Latoya	FEMALE	b	0	9.8419847
b	5	Kristen	FEMALE	w	0	9.9992523
b	6	Latonya	FEMALE	b	0	10.299677
b	5	Laurie	FEMALE	w	0	10.342871
b	5	Tanisha	FEMALE	b	0	10.039984
b	5	Anne	FEMALE	w	0	9.9677763
b	3	Kenya	FEMALE	b	0	10.752698
b	2	Lakisha	FEMALE	b	0	9.9674482
b	5	Meredith	FEMALE	w	0	9.9674482
a	4	Emily	FEMALE	w	0	9.8419847
a	4	Meredith	FEMALE	w	0	10.511049
a	3	Tanisha	FEMALE	b	0	10.099547
a	4	Tyrone	MALE	b	0	10.48369
b	1	Aisha	FEMALE	b	0	10.032057
b	2	Allison	FEMALE	w	1	-99
b	4	Carrie	FEMALE	w	1	10.631061
b	3	Latoya	FEMALE	b	0	10.287047
b	4	Anne	FEMALE	w	1	10.217824
b	4	Tamika	FEMALE	b	0	8.8417377
b	1	Aisha	FEMALE	b	0	9.8692579
b	3	Carrie	FEMALE	w	0	9.895607
b	2	Ebony	FEMALE	b	0	10.631061
b	4	Meredith	FEMALE	w	0	10.565582
b	4	Anne	FEMALE	w	0	9.92974
b	3	Lakisha	FEMALE	b	0	10.247857
b	4	Latonya	FEMALE	b	0	10.435556
b	3	Meredith	FEMALE	w	1	10.435556
b	2	Aisha	FEMALE	b	0	10.310918
b	5	Emily	FEMALE	w	0	10.513062
b	4	Jill	FEMALE	w	0	10.242421
b	5	Keisha	FEMALE	b	0	10.377172
b	4	Allison	FEMALE	w	0	10.453601
b	3	Latoya	FEMALE	b	0	9.8924265
b	3	Meredith	FEMALE	w	0	10.287047
b	4	Tanisha	FEMALE	b	0	9.8762188
b	2	Carrie	FEMALE	w	0	9.895607
b	2	Kenya	FEMALE	b	0	9.8762188
b	5	Latonya	FEMALE	b	0	9.8692579
b	3	Sarah	FEMALE	w	1	10.377172
b	1	Allison	FEMALE	w	1	10.408828
b	3	Ebony	FEMALE	b	0	9.6926432
b	3	Sarah	FEMALE	w	0	10.276773
b	2	Tanisha	FEMALE	b	0	9.9867716
b	4	Anne	FEMALE	w	0	10.408828
b	4	Ebony	FEMALE	b	0	10.099629
b	2	Keisha	FEMALE	b	0	10.57124
b	5	Kristen	FEMALE	w	0	9.9867716
b	3	Allison	FEMALE	w	0	10.217824
b	3	Emily	FEMALE	w	0	8.8417377
b	3	Latonya	FEMALE	b	0	10.287047
b	4	Latoya	FEMALE	b	0	10.099629
b	5	Jill	FEMALE	w	0	10.00487
b	2	Latoya	FEMALE	b	0	-99
b	4	Sarah	FEMALE	w	1	10.247857
b	5	Tamika	FEMALE	b	1	10.431908
b	4	Anne	FEMALE	w	0	10.565582
b	4	Jill	FEMALE	w	0	9.9650526
b	3	Keisha	FEMALE	b	0	10.377172
b	3	Kenya	FEMALE	b	0	10.453601
b	3	Latoya	FEMALE	b	0	10.032057
b	4	Laurie	FEMALE	w	0	10.435556
b	4	Meredith	FEMALE	w	0	10.068281
b	4	Tamika	FEMALE	b	0	10.795178
b	4	Aisha	FEMALE	b	0	10.032057
b	4	Anne	FEMALE	w	0	9.8762188
b	3	Keisha	FEMALE	b	0	10.310918
b	3	Laurie	FEMALE	w	0	9.8692579
b	3	Carrie	FEMALE	w	0	10.244059
b	4	Kenya	FEMALE	b	0	10.287047
b	4	Lakisha	FEMALE	b	0	8.8417377
b	3	Laurie	FEMALE	w	0	10.099629
b	2	Emily	FEMALE	w	0	10.795178
b	4	Greg	MALE	w	0	10.453601
b	2	Lakisha	FEMALE	b	0	9.2146311
b	5	Latoya	FEMALE	b	0	9.6628799
b	4	Jill	FEMALE	w	0	10.453601
b	2	Kristen	FEMALE	w	0	10.295766
b	2	Latoya	FEMALE	b	0	9.895607
b	4	Tamika	FEMALE	b	0	9.6628799
b	4	Ebony	FEMALE	b	0	10.453601
b	2	Emily	FEMALE	w	0	10.795178
b	5	Kristen	FEMALE	w	1	-99
b	4	Latoya	FEMALE	b	0	9.2146311
b	4	Allison	FEMALE	w	0	-99
b	4	Latoya	FEMALE	b	0	9.8246603
b	4	Carrie	FEMALE	w	0	10.292552
b	2	Keisha	FEMALE	b	0	10.435556
b	2	Kristen	FEMALE	w	0	9.5274839
b	4	Latoya	FEMALE	b	0	10.244059
b	4	Allison	FEMALE	w	0	10.217824
b	2	Anne	FEMALE	w	0	-99
b	2	Lakisha	FEMALE	b	0	10.292552
b	4	Tamika	FEMALE	b	0	10.112573
b	2	Ebony	FEMALE	b	0	10.631061
b	6	Kristen	FEMALE	w	0	10.112573
b	4	Meredith	FEMALE	w	0	9.92974
b	4	Tanisha	FEMALE	b	0	10.276773
b	4	Allison	FEMALE	w	0	9.6628799
b	4	Emily	FEMALE	w	0	10.217824
b	2	Tamika	FEMALE	b	0	-99
b	5	Tanisha	FEMALE	b	0	10.57124
b	4	Allison	FEMALE	w	0	9.8692579
b	3	Kenya	FEMALE	b	0	10.276773
b	3	Laurie	FEMALE	w	0	10.57124
b	3	Tamika	FEMALE	b	0	10.292552
b	2	Allison	FEMALE	w	1	10.276773
b	3	Ebony	FEMALE	b	0	10.242421
b	3	Jill	FEMALE	w	0	9.9867716
b	3	Keisha	FEMALE	b	0	10.276773
b	3	Allison	FEMALE	w	0	10.099629
b	4	Carrie	FEMALE	w	0	10.244059
b	3	Ebony	FEMALE	b	0	10.244059
b	3	Tamika	FEMALE	b	0	10.292552
b	4	Carrie	FEMALE	w	0	10.795178
b	4	Keisha	FEMALE	b	0	10.310918
b	5	Kenya	FEMALE	b	0	10.295766
b	3	Sarah	FEMALE	w	1	10.112573
b	4	Ebony	FEMALE	b	1	10.377172
b	2	Laurie	FEMALE	w	0	10.758413
b	2	Allison	FEMALE	w	0	10.295766
b	4	Keisha	FEMALE	b	0	10.377172
b	3	Kristen	FEMALE	w	0	10.247857
b	2	Tamika	FEMALE	b	0	10.032057
b	3	Ebony	FEMALE	b	0	10.00487
b	3	Keisha	FEMALE	b	0	10.061986
b	1	Meredith	FEMALE	w	0	10.795178
b	3	Sarah	FEMALE	w	0	-99
379	4	Anne	FEMALE	w	0	9.8419847
318	6	Brad	MALE	w	0	9.6143379
362	4	Brett	m	w	0	9.819562
14	6	Brett	m	w	0	10.039984
294	3	Darnell	m	b	0	10.597809
318	4	Ebony	f	b	0	10.342871
267	6	Emily	f	w	0	10.099547
362	4	Geoffrey	m	w	0	10.299677
379	3	Jamal	m	b	0	10.342871
294	4	Jay	m	w	0	10.099547
379	4	Jay	m	w	1	10.597809
406	4	Jermaine	m	b	0	9.8419847
14	4	Jermaine	m	b	0	9.9674482
234	4	Jill	f	w	0	9.9677763
318	3	Jill	f	w	0	9.9992523
267	4	Kareem	m	b	0	9.819562
189	3	Keisha	f	b	0	10.230702
294	4	Kenya	f	b	0	9.9674482
189	6	Kristen	f	w	0	10.099547
14	-99	Latonya	f	b	0	10.230702
84	3	Latonya	f	b	0	10.342871
234	-99	Latonya	f	b	0	10.099547
406	6	Laurie	f	w	0	10.29106
234	5	Leroy	m	b	0	9.9674482
267	4	Leroy	m	b	0	10.342871
318	4	Leroy	m	b	0	10.511049
189	4	Leroy	m	b	0	10.299677
406	3	Matthew	m	w	0	9.8419847
294	6	Meredith	f	w	0	10.48369
14	5	Neil	m	w	0	10.039984
189	4	Neil	m	w	0	10.597809
234	6	Neil	m	w	0	10.230702
84	6	Neil	m	w	0	10.299677
406	4	Rasheed	m	b	0	9.9677763
84	4	Rasheed	m	b	0	9.9992523
362	6	Tanisha	f	b	0	10.29106
267	3	Todd	m	w	0	10.039984
84	4	Todd	m	w	0	10.099547
362	3	Tyrone	m	b	0	10.48369
379	6	Tyrone	m	b	0	9.9674482
b	6	Allison	f	w	0	10.511049
b	3	Jill	f	w	0	9.9992523
b	4	Latonya	f	b	0	10.230702
b	5	Tamika	f	b	0	10.099547
b	4	Jill	f	w	0	10.342871
b	2	Kenya	f	b	0	9.819562
b	5	Kristen	f	w	0	9.9677763
b	6	Tamika	f	b	0	10.144078
a	4	Brett	m	w	0	10.597809
a	4	Hakim	m	b	0	10.299677
a	4	Laurie	f	w	1	10.752698
a	3	Rasheed	m	b	0	10.48369
b	5	Carrie	f	w	0	10.247857
b	3	Ebony	f	b	0	10.099629
b	3	Latonya	f	b	0	10.032057
b	3	Meredith	f	w	0	9.8417721
b	4	Allison	f	w	0	9.6926432
b	4	Ebony	f	b	0	-99
b	3	Latoya	f	b	0	9.4743185
b	3	Laurie	f	w	0	9.4743185
b	5	Carrie	f	w	0	9.9867716
b	5	Kenya	f	b	0	10.758413
b	2	Lakisha	f	b	0	8.8417377
b	4	Meredith	f	w	0	10.631061
b	4	Aisha	f	b	0	9.6926432
b	2	Anne	f	w	0	10.061986
b	4	Kristen	f	w	0	9.8417721
b	4	Tanisha	f	b	0	9.895607
b	2	Anne	f	w	0	10.287047
b	4	Anne	f	w	0	10.377172
b	2	Ebony	f	b	0	9.4743185
b	3	Tanisha	f	b	0	10.295766
b	3	Kenya	f	b	0	10.292552
b	3	Kristen	f	w	0	10.431908
b	1	Meredith	f	w	0	9.6628799
b	4	Tanisha	f	b	0	10.377172
b	3	Aisha	f	b	0	10.565582
b	4	Carrie	f	w	0	9.8762188
b	1	Latonya	f	b	0	10.287047
b	2	Laurie	f	w	0	9.9867716
b	5	Ebony	f	b	0	9.8762188
b	2	Jill	f	w	1	10.513062
b	2	Keisha	f	b	0	10.242421
b	4	Laurie	f	w	0	10.310918
b	3	Ebony	f	b	0	10.565582
b	2	Emily	f	w	0	9.8246603
b	4	Laurie	f	w	0	10.217824
b	3	Tamika	f	b	0	10.795178
b	3	Jill	f	w	0	10.377172
b	4	Lakisha	f	b	0	10.565582
b	4	Latoya	f	b	0	10.242421
b	3	Laurie	f	w	0	10.435556
b	3	Anne	f	w	0	8.8417377
b	3	Kenya	f	b	0	10.276773
b	2	Latoya	f	b	0	9.6628799
b	4	Laurie	f	w	0	10.512899
b	5	Allison	f	w	0	9.8762188
b	2	Jill	f	w	0	10.513062
